source,target,source_basin_PTSD,target_basin_PTSD,source_basin_label_PTSD,target_basin_label_PTSD,count_PTSD,source_total_PTSD,probability_PTSD,subject_support_count_PTSD,subject_support_prop_PTSD,most_common_source_event_PTSD,most_common_target_event_PTSD,source_basin_HC,target_basin_HC,source_basin_label_HC,target_basin_label_HC,count_HC,source_total_HC,probability_HC,subject_support_count_HC,subject_support_prop_HC,most_common_source_event_HC,most_common_target_event_HC,source_basin,target_basin,source_basin_label,target_basin_label,PTSD_minus_HC_count,PTSD_minus_HC_probability,PTSD_minus_HC_subject_support_count,PTSD_minus_HC_subject_support_prop,abs_probability_difference
8,13,3.0,2.0,Safety-like,Threat-like,3.0,43.0,0.06976744186046512,3.0,0.125,CS-,CS-,3.0,2.0,Safety-like,Threat-like,1.0,58.0,0.017241379310344827,1.0,0.041666666666666664,ITI,ITI,3.0,2.0,Safety-like,Threat-like,2.0,0.05252606255012029,2.0,0.08333333333333334,0.05252606255012029
31,32,4.0,4.0,Global on,Global on,15.0,104.0,0.14423076923076922,13.0,0.5416666666666666,ITI,ITI,4.0,4.0,Global on,Global on,22.0,112.0,0.19642857142857142,14.0,0.5833333333333334,ITI,ITI,4.0,4.0,Global on,Global on,-7.0,-0.05219780219780221,-1.0,-0.04166666666666674,0.05219780219780221
3,17,1.0,1.0,Global off,Global off,3.0,42.0,0.07142857142857142,3.0,0.125,CS+,ITI,1.0,1.0,Global off,Global off,1.0,52.0,0.019230769230769232,1.0,0.041666666666666664,CS-,ITI,1.0,1.0,Global off,Global off,2.0,0.05219780219780219,2.0,0.08333333333333334,0.05219780219780219
12,8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,3.0,Safety-like,Safety-like,3.0,58.0,0.05172413793103448,3.0,0.125,ITI,CS+,3.0,3.0,Safety-like,Safety-like,-3.0,-0.05172413793103448,-3.0,-0.125,0.05172413793103448
12,29,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,2.0,Safety-like,Threat-like,3.0,58.0,0.05172413793103448,3.0,0.125,CS-,ITI,3.0,2.0,Safety-like,Threat-like,-3.0,-0.05172413793103448,-3.0,-0.125,0.05172413793103448
12,28,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,4.0,Safety-like,Global on,3.0,58.0,0.05172413793103448,3.0,0.125,CS-,ITI,3.0,4.0,Safety-like,Global on,-3.0,-0.05172413793103448,-3.0,-0.125,0.05172413793103448
10,29,1.0,2.0,Global off,Threat-like,2.0,39.0,0.05128205128205128,2.0,0.08333333333333333,CS-,CS-,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,2.0,Global off,Threat-like,2.0,0.05128205128205128,2.0,0.08333333333333333,0.05128205128205128
10,25,1.0,1.0,Global off,Global off,2.0,39.0,0.05128205128205128,2.0,0.08333333333333333,CS-,ITI,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,Global off,Global off,2.0,0.05128205128205128,2.0,0.08333333333333333,0.05128205128205128
19,30,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,4.0,Safety-like,Global on,4.0,78.0,0.05128205128205128,2.0,0.08333333333333333,ITI,ITI,3.0,4.0,Safety-like,Global on,-4.0,-0.05128205128205128,-2.0,-0.08333333333333333,0.05128205128205128
10,23,1.0,4.0,Global off,Global on,2.0,39.0,0.05128205128205128,2.0,0.08333333333333333,ITI,CS+,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,4.0,Global off,Global on,2.0,0.05128205128205128,2.0,0.08333333333333333,0.05128205128205128
