cohort,source,target,count,source_basin,target_basin,most_common_source_event,most_common_target_event,source_total,probability,subject_support_count,n_subjects_in_cohort,subject_support_prop,source_basin_label,target_basin_label
merged,28,10,6,4,1,CS-,CS+,169,0.03550295857988166,5,48,0.10416666666666667,Global on,Global off
merged,4,5,7,3,1,ITI,ITI,202,0.034653465346534656,7,48,0.14583333333333334,Safety-like,Global off
merged,14,3,5,2,1,CS+,CS+,146,0.03424657534246575,4,48,0.08333333333333333,Threat-like,Global off
merged,14,31,5,2,4,CS-,CS-,146,0.03424657534246575,4,48,0.08333333333333333,Threat-like,Global on
merged,5,2,6,1,1,ITI,ITI,177,0.03389830508474576,6,48,0.125,Global off,Global off
merged,5,10,6,1,1,CS+,CS+,177,0.03389830508474576,6,48,0.125,Global off,Global off
merged,16,2,6,4,1,CS+,CS+,178,0.033707865168539325,5,48,0.10416666666666667,Global on,Global off
merged,1,6,13,1,1,ITI,ITI,389,0.033419023136246784,11,48,0.22916666666666666,Global off,Global off
merged,25,1,3,1,1,ITI,ITI,91,0.03296703296703297,3,48,0.0625,Global off,Global off
merged,25,13,3,1,2,CS+,ITI,91,0.03296703296703297,3,48,0.0625,Global off,Threat-like
merged,2,8,8,1,3,CS+,ITI,243,0.03292181069958848,7,48,0.14583333333333334,Global off,Safety-like
merged,9,3,5,1,1,CS-,ITI,152,0.03289473684210526,5,48,0.10416666666666667,Global off,Global off
merged,9,14,5,1,2,CS-,ITI,152,0.03289473684210526,5,48,0.10416666666666667,Global off,Threat-like
merged,9,17,5,1,1,CS-,ITI,152,0.03289473684210526,5,48,0.10416666666666667,Global off,Global off
merged,13,10,8,2,1,ITI,ITI,244,0.03278688524590164,8,48,0.16666666666666666,Threat-like,Global off
merged,12,3,3,3,1,CS+,ITI,92,0.03260869565217391,3,48,0.0625,Safety-like,Global off
merged,12,8,3,3,3,ITI,CS+,92,0.03260869565217391,3,48,0.0625,Safety-like,Safety-like
merged,12,17,3,3,1,ITI,CS+,92,0.03260869565217391,3,48,0.0625,Safety-like,Global off
merged,12,24,3,3,4,ITI,ITI,92,0.03260869565217391,2,48,0.041666666666666664,Safety-like,Global on
merged,12,26,3,3,4,CS+,ITI,92,0.03260869565217391,3,48,0.0625,Safety-like,Global on
merged,12,28,3,3,4,CS-,ITI,92,0.03260869565217391,3,48,0.0625,Safety-like,Global on
merged,12,29,3,3,2,CS-,ITI,92,0.03260869565217391,3,48,0.0625,Safety-like,Threat-like
merged,29,17,6,2,1,ITI,ITI,185,0.032432432432432434,6,48,0.125,Threat-like,Global off
merged,31,14,7,4,2,ITI,CS-,216,0.032407407407407406,7,48,0.14583333333333334,Global on,Threat-like
merged,31,27,7,4,4,ITI,ITI,216,0.032407407407407406,6,48,0.125,Global on,Global on
merged,31,30,7,4,4,ITI,ITI,216,0.032407407407407406,6,48,0.125,Global on,Global on
merged,26,2,2,4,1,ITI,ITI,62,0.03225806451612903,2,48,0.041666666666666664,Global on,Global off
merged,26,3,2,4,1,CS-,CS-,62,0.03225806451612903,2,48,0.041666666666666664,Global on,Global off
merged,26,5,2,4,1,ITI,CS+,62,0.03225806451612903,2,48,0.041666666666666664,Global on,Global off
merged,26,10,2,4,1,CS-,CS-,62,0.03225806451612903,2,48,0.041666666666666664,Global on,Global off
merged,26,12,2,4,3,CS+,CS+,62,0.03225806451612903,2,48,0.041666666666666664,Global on,Safety-like
merged,26,19,2,4,3,ITI,ITI,62,0.03225806451612903,2,48,0.041666666666666664,Global on,Safety-like
merged,26,23,2,4,4,ITI,CS+,62,0.03225806451612903,1,48,0.020833333333333332,Global on,Global on
merged,26,28,2,4,4,ITI,ITI,62,0.03225806451612903,2,48,0.041666666666666664,Global on,Global on
merged,32,14,13,4,2,CS-,CS-,404,0.03217821782178218,13,48,0.2708333333333333,Global on,Threat-like
merged,3,12,3,1,3,CS+,ITI,94,0.031914893617021274,3,48,0.0625,Global off,Safety-like
